60;2019-000008;8;4;4;13;14;3;24;549.99;236.50;1;2
61;2019-000008;8;5;5;13;14;3;21;494.99;272.24;1;2
62;2019-000008;8;3;3;13;14;3;1;551.02;225.92;1;2
63;2019-000008;8;12;2;13;14;3;32;179.99;97.19;1;2
64;2019-000008;8;13;6;13;14;3;81;227.99;118.55;1;2
65;2019-000009;9;2;2;14;15;1;16;581.64;290.82;3;2
66;2019-000009;9;4;4;14;15;1;24;549.99;236.50;3;2
67;2019-000009;9;5;5;14;15;1;21;494.99;272.24;3;2
68;2019-000009;9;8;2;14;15;1;3;349.99;181.99;3;2
69;2019-000009;9;3;3;14;15;1;1;551.02;225.92;3;2
70;2019-000009;9;13;6;14;15;1;81;227.99;118.55;3;2
71;2019-000009;9;14;2;14;15;1;32;170.99;102.59;3;2
72;2019-000010;10;1;1;15;13;3;22;612.25;355.11;1;2
73;2019-000010;10;2;2;15;13;3;17;581.64;290.82;1;2
74;2019-000010;10;5;5;15;13;3;21;494.99;272.24;1;2
75;2019-000010;10;8;2;15;13;3;3;349.99;181.99;1;2
76;2019-000010;10;9;4;15;13;3;1;449.99;202.50;1;2
77;2019-000010;10;14;2;15;13;3;32;170.99;102.59;1;2
78;2019-000010;10;15;6;15;13;3;65;215.99;116.63;1;2
79;2019-000011;11;1;1;16;16;5;22;612.25;355.11;3;3
80;2019-000011;11;2;2;16;16;5;17;581.64;290.82;3;3
81;2019-000011;11;8;2;16;16;5;19;349.99;181.99;3;3
82;2019-000011;11;10;2;16;16;5;1;522.49;219.45;3;3
83;2019-000011;11;12;2;16;16;5;32;179.99;97.19;3;3
84;2019-000011;11;15;6;16;16;5;65;215.99;116.63;3;3
85;2019-000012;12;1;1;17;17;1;22;612.25;355.11;2;2
86;2019-000012;12;4;4;17;17;1;24;549.99;236.50;2;2
87;2019-000013;13;1;1;18;18;5;19;612.25;355.11;4;2
88;2019-000013;13;2;2;18;18;5;17;581.64;290.82;4;2
89;2019-000013;13;8;2;18;18;5;1;349.99;181.99;4;2
90;2019-000013;13;9;4;18;18;5;1;449.99;202.50;4;2
91;2019-000013;13;12;2;18;18;5;48;179.99;97.19;4;2
92;2019-000014;14;4;4;19;19;5;13;549.99;236.50;1;3
93;2019-000014;14;5;5;19;19;5;4;494.99;272.24;1;3
94;2019-000014;14;8;2;19;19;5;4;349.99;181.99;1;3
95;2019-000015;15;1;1;20;20;3;14;612.25;355.11;3;3
96;2019-000015;15;8;2;20;20;3;3;349.99;181.99;3;3
97;2019-000015;15;9;4;20;20;3;3;449.99;202.50;3;3
98;2019-000015;15;12;2;20;20;3;32;179.99;97.19;3;3
99;2019-000015;15;13;6;20;20;3;81;227.99;118.55;3;3
100;2019-000016;16;1;1;1;1;1;15;612.25;355.11;4;3
101;2019-000016;16;2;2;1;1;1;30;581.64;290.82;4;3
102;2019-000016;16;4;4;1;1;1;15;549.99;236.50;4;3
103;2019-000016;16;5;5;1;1;1;15;494.99;272.24;4;3
104;2019-000016;16;6;2;1;1;1;15;404.99;242.99;4;3
105;2019-000016;16;7;4;1;1;1;30;314.99;170.09;4;3
106;2019-000016;16;8;2;1;1;1;15;349.99;181.99;4;3
107;2019-000016;16;11;4;1;1;1;30;299.99;167.99;4;3
108;2019-000016;16;3;3;1;1;1;3;551.02;225.92;4;3
109;2019-000016;16;9;4;1;1;1;3;449.99;202.50;4;3
110;2019-000016;16;10;2;1;1;1;3;522.49;219.45;4;3
111;2019-000016;16;12;2;1;1;1;3;179.99;97.19;4;3
112;2019-000016;16;13;6;1;1;1;3;227.99;118.55;4;3
113;2019-000016;16;14;2;1;1;1;3;170.99;102.59;4;3
114;2019-000016;16;15;6;1;1;1;3;215.99;116.63;4;3
115;2019-000017;17;1;1;2;2;1;15;612.25;355.11;3;2
116;2019-000017;17;2;2;2;2;1;15;581.64;290.82;3;2
117;2019-000017;17;4;4;2;2;1;15;549.99;236.50;3;2
118;2019-000017;17;5;5;2;2;1;15;494.99;272.24;3;2
119;2019-000017;17;6;2;2;2;1;30;404.99;242.99;3;2
120;2019-000017;17;7;4;2;2;1;30;314.99;170.09;3;2
121;2019-000017;17;8;2;2;2;1;30;349.99;181.99;3;2
122;2019-000017;17;11;4;2;2;1;30;299.99;167.99;3;2
123;2019-000017;17;3;3;2;2;1;3;551.02;225.92;3;2
124;2019-000017;17;9;4;2;2;1;3;449.99;202.50;3;2
125;2019-000017;17;10;2;2;2;1;3;522.49;219.45;3;2
126;2019-000017;17;12;2;2;2;1;15;179.99;97.19;3;2
127;2019-000017;17;13;6;2;2;1;15;227.99;118.55;3;2
128;2019-000017;17;14;2;2;2;1;15;170.99;102.59;3;2
129;2019-000017;17;15;6;2;2;1;15;215.99;116.63;3;2
130;2019-000018;18;1;1;4;4;3;13;612.25;355.11;3;2
131;2019-000018;18;2;2;4;4;3;9;581.64;290.82;3;2
132;2019-000018;18;4;4;4;4;3;13;549.99;236.50;3;2
133;2019-000018;18;6;2;4;4;3;21;404.99;242.99;3;2
134;2019-000018;18;7;4;4;4;3;18;314.99;170.09;3;2
135;2019-000018;18;9;4;4;4;3;15;449.99;202.50;3;2
136;2019-000018;18;10;2;4;4;3;15;522.49;219.45;3;2
137;2019-000018;18;12;2;4;4;3;15;179.99;97.19;3;2
138;2019-000018;18;14;2;4;4;3;30;170.99;102.59;3;2
139;2019-000019;19;1;1;5;5;1;20;612.25;355.11;3;2
140;2019-000019;19;2;2;5;5;1;18;581.64;290.82;3;2
141;2019-000019;19;4;4;5;5;1;24;549.99;236.50;3;2
142;2019-000019;19;7;4;5;5;1;18;314.99;170.09;3;2
143;2019-000019;19;11;4;5;5;1;18;299.99;167.99;3;2
144;2019-000019;19;10;2;5;5;1;15;522.49;219.45;3;2
145;2019-000019;19;13;6;5;5;1;61;227.99;118.55;3;2
146;2019-000019;19;15;6;5;5;1;123;215.99;116.63;3;2
147;2019-000020;20;1;1;6;6;4;12;612.25;355.11;2;3
148;2019-000020;20;4;4;6;6;4;21;549.99;236.50;2;3
149;2019-000020;20;11;4;6;6;4;18;299.99;167.99;2;3
150;2019-000020;20;13;6;6;6;4;13;227.99;118.55;2;3
151;2019-000020;20;14;2;6;6;4;21;170.99;102.59;2;3
152;2019-000020;20;15;6;6;6;4;23;215.99;116.63;2;3
153;2019-000021;21;1;1;8;8;2;18;612.25;355.11;4;3
154;2019-000021;21;2;2;8;8;2;20;581.64;290.82;4;3
155;2019-000021;21;6;2;8;8;2;13;404.99;242.99;4;3
156;2019-000021;21;11;4;8;8;2;4;299.99;167.99;4;3
157;2019-000021;21;12;2;8;8;2;30;179.99;97.19;4;3
158;2019-000021;21;13;6;8;8;2;30;227.99;118.55;4;3
159;2019-000021;21;14;2;8;8;2;30;170.99;102.59;4;3
160;2019-000021;21;15;6;8;8;2;46;215.99;116.63;4;3
161;2019-000022;22;2;2;9;9;4;24;581.64;290.82;3;3
162;2019-000022;22;4;4;9;9;4;24;549.99;236.50;3;3
163;2019-000022;22;7;4;9;9;4;6;314.99;170.09;3;3
164;2019-000022;22;8;2;9;9;4;4;349.99;181.99;3;3
165;2019-000022;22;3;3;9;9;4;1;551.02;225.92;3;3
166;2019-000022;22;9;4;9;9;4;1;449.99;202.50;3;3
167;2019-000022;22;10;2;9;9;4;1;522.49;219.45;3;3
168;2019-000023;23;1;1;11;11;4;21;612.25;355.11;2;2
169;2019-000023;23;4;4;11;11;4;23;549.99;236.50;2;2
170;2019-000023;23;5;5;11;11;4;20;494.99;272.24;2;2
171;2019-000023;23;3;3;11;11;4;1;551.02;225.92;2;2
172;2019-000024;24;2;2;14;15;1;15;581.64;290.82;1;2
173;2019-000024;24;4;4;14;15;1;23;549.99;236.50;1;2
174;2019-000024;24;5;5;14;15;1;20;494.99;272.24;1;2
175;2019-000024;24;8;2;14;15;1;3;349.99;181.99;1;2
176;2019-000024;24;3;3;14;15;1;1;551.02;225.92;1;2
177;2019-000024;24;13;6;14;15;1;77;227.99;118.55;1;2
178;2019-000024;24;14;2;14;15;1;30;170.99;102.59;1;2
179;2019-000025;25;1;1;15;13;3;21;612.25;355.11;2;2
180;2019-000025;25;2;2;15;13;3;16;581.64;290.82;2;2
181;2019-000025;25;5;5;15;13;3;20;494.99;272.24;2;2
182;2019-000025;25;8;2;15;13;3;3;349.99;181.99;2;2
183;2019-000025;25;9;4;15;13;3;1;449.99;202.50;2;2
184;2019-000025;25;14;2;15;13;3;30;170.99;102.59;2;2
185;2019-000025;25;15;6;15;13;3;61;215.99;116.63;2;2
186;2019-000026;26;1;1;16;16;5;21;612.25;355.11;4;3
187;2019-000026;26;2;2;16;16;5;16;581.64;290.82;4;3
188;2019-000026;26;8;2;16;16;5;18;349.99;181.99;4;3
189;2019-000026;26;10;2;16;16;5;1;522.49;219.45;4;3
190;2019-000026;26;12;2;16;16;5;30;179.99;97.19;4;3
191;2019-000026;26;15;6;16;16;5;61;215.99;116.63;4;3
192;2019-000027;27;1;1;17;17;1;21;612.25;355.11;4;2
193;2019-000027;27;4;4;17;17;1;23;549.99;236.50;4;2
194;2019-000028;28;1;1;20;20;3;13;612.25;355.11;2;3
195;2019-000028;28;8;2;20;20;3;3;349.99;181.99;2;3
196;2019-000028;28;9;4;20;20;3;3;449.99;202.50;2;3
197;2019-000028;28;12;2;20;20;3;30;179.99;97.19;2;3
198;2019-000028;28;13;6;20;20;3;77;227.99;118.55;2;3
199;2019-000029;29;1;1;3;3;2;8;612.25;355.11;1;3
200;2019-000029;29;2;2;3;3;2;23;581.64;290.82;1;3
201;2019-000029;29;5;5;3;3;2;23;494.99;272.24;1;3
202;2019-000029;29;7;4;3;3;2;23;314.99;170.09;1;3
203;2019-000029;29;11;4;3;3;2;23;299.99;167.99;1;3
204;2019-000029;29;9;4;3;3;2;6;449.99;202.50;1;3
205;2019-000029;29;10;2;3;3;2;6;522.49;219.45;1;3
206;2019-000029;29;12;2;3;3;2;8;179.99;97.19;1;3
207;2019-000029;29;13;6;3;3;2;33;227.99;118.55;1;3
208;2019-000029;29;15;6;3;3;2;33;215.99;116.63;1;3
209;2019-000030;30;1;1;4;4;3;14;612.25;355.11;1;2
210;2019-000030;30;2;2;4;4;3;9;581.64;290.82;1;2
211;2019-000030;30;4;4;4;4;3;14;549.99;236.50;1;2
212;2019-000030;30;6;2;4;4;3;23;404.99;242.99;1;2
213;2019-000030;30;7;4;4;4;3;19;314.99;170.09;1;2
214;2019-000030;30;9;4;4;4;3;16;449.99;202.50;1;2
215;2019-000030;30;10;2;4;4;3;16;522.49;219.45;1;2
216;2019-000030;30;12;2;4;4;3;16;179.99;97.19;1;2
217;2019-000030;30;14;2;4;4;3;33;170.99;102.59;1;2
218;2019-000031;31;1;1;6;6;4;13;612.25;355.11;2;3
219;2019-000031;31;4;4;6;6;4;23;549.99;236.50;2;3
220;2019-000031;31;11;4;6;6;4;19;299.99;167.99;2;3
221;2019-000031;31;13;6;6;6;4;14;227.99;118.55;2;3
222;2019-000031;31;14;2;6;6;4;23;170.99;102.59;2;3
223;2019-000031;31;15;6;6;6;4;24;215.99;116.63;2;3
224;2019-000032;32;1;1;8;8;2;19;612.25;355.11;4;3
225;2019-000032;32;2;2;8;8;2;21;581.64;290.82;4;3
226;2019-000032;32;6;2;8;8;2;14;404.99;242.99;4;3
227;2019-000032;32;11;4;8;8;2;4;299.99;167.99;4;3
228;2019-000032;32;12;2;8;8;2;33;179.99;97.19;4;3
229;2019-000032;32;13;6;8;8;2;33;227.99;118.55;4;3
230;2019-000032;32;14;2;8;8;2;33;170.99;102.59;4;3
231;2019-000032;32;15;6;8;8;2;49;215.99;116.63;4;3
232;2019-000033;33;2;2;9;9;4;26;581.64;290.82;1;3
233;2019-000033;33;4;4;9;9;4;26;549.99;236.50;1;3
234;2019-000033;33;7;4;9;9;4;6;314.99;170.09;1;3
235;2019-000033;33;8;2;9;9;4;4;349.99;181.99;1;3
236;2019-000033;33;3;3;9;9;4;1;551.02;225.92;1;3
237;2019-000033;33;9;4;9;9;4;1;449.99;202.50;1;3
238;2019-000033;33;10;2;9;9;4;1;522.49;219.45;1;3
239;2019-000034;34;2;2;14;15;1;16;581.64;290.82;4;2
240;2019-000034;34;4;4;14;15;1;24;549.99;236.50;4;2
241;2019-000034;34;5;5;14;15;1;21;494.99;272.24;4;2
242;2019-000034;34;8;2;14;15;1;3;349.99;181.99;4;2
243;2019-000034;34;3;3;14;15;1;1;551.02;225.92;4;2
244;2019-000034;34;13;6;14;15;1;83;227.99;118.55;4;2
245;2019-000034;34;14;2;14;15;1;33;170.99;102.59;4;2
246;2019-000035;35;1;1;15;13;3;23;612.25;355.11;3;2
247;2019-000035;35;2;2;15;13;3;18;581.64;290.82;3;2
248;2019-000035;35;5;5;15;13;3;21;494.99;272.24;3;2
249;2019-000035;35;8;2;15;13;3;3;349.99;181.99;3;2
250;2019-000035;35;9;4;15;13;3;1;449.99;202.50;3;2
251;2019-000035;35;14;2;15;13;3;33;170.99;102.59;3;2
252;2019-000035;35;15;6;15;13;3;66;215.99;116.63;3;2
253;2019-000036;36;1;1;20;20;3;14;612.25;355.11;3;3
254;2019-000036;36;8;2;20;20;3;3;349.99;181.99;3;3
255;2019-000036;36;9;4;20;20;3;3;449.99;202.50;3;3
256;2019-000036;36;12;2;20;20;3;33;179.99;97.19;3;3
257;2019-000036;36;13;6;20;20;3;83;227.99;118.55;3;3
258;2019-000037;37;1;1;21;21;5;13;612.25;355.11;1;3
259;2019-000037;37;2;2;21;21;5;9;581.64;290.82;1;3
260;2019-000037;37;5;5;21;21;5;8;494.99;272.24;1;3
261;2019-000037;37;8;2;21;21;5;3;349.99;181.99;1;3
262;2019-000037;37;12;2;21;21;5;33;179.99;97.19;1;3
263;2019-000037;37;14;2;21;21;5;33;170.99;102.59;1;3
264;2019-000038;38;1;1;1;1;1;15;612.25;355.11;4;3
265;2019-000038;38;2;2;1;1;1;30;581.64;290.82;4;3
266;2019-000038;38;4;4;1;1;1;15;549.99;236.50;4;3
267;2019-000038;38;5;5;1;1;1;15;494.99;272.24;4;3
268;2019-000038;38;6;2;1;1;1;15;404.99;242.99;4;3
269;2019-000038;38;7;4;1;1;1;30;314.99;170.09;4;3
270;2019-000038;38;8;2;1;1;1;15;349.99;181.99;4;3
271;2019-000038;38;11;4;1;1;1;30;299.99;167.99;4;3
272;2019-000038;38;3;3;1;1;1;3;551.02;225.92;4;3
273;2019-000038;38;9;4;1;1;1;3;449.99;202.50;4;3
274;2019-000038;38;10;2;1;1;1;3;522.49;219.45;4;3
275;2019-000038;38;12;2;1;1;1;3;179.99;97.19;4;3
276;2019-000038;38;13;6;1;1;1;3;227.99;118.55;4;3
277;2019-000038;38;14;2;1;1;1;3;170.99;102.59;4;3
278;2019-000038;38;15;6;1;1;1;3;215.99;116.63;4;3
279;2019-000039;39;1;1;2;2;1;15;612.25;355.11;1;2
280;2019-000039;39;2;2;2;2;1;15;581.64;290.82;1;2
281;2019-000039;39;4;4;2;2;1;15;549.99;236.50;1;2
282;2019-000039;39;5;5;2;2;1;15;494.99;272.24;1;2
283;2019-000039;39;6;2;2;2;1;30;404.99;242.99;1;2
284;2019-000039;39;7;4;2;2;1;30;314.99;170.09;1;2
285;2019-000039;39;8;2;2;2;1;30;349.99;181.99;1;2
286;2019-000039;39;11;4;2;2;1;30;299.99;167.99;1;2
287;2019-000039;39;3;3;2;2;1;3;551.02;225.92;1;2
288;2019-000039;39;9;4;2;2;1;3;449.99;202.50;1;2
289;2019-000039;39;10;2;2;2;1;3;522.49;219.45;1;2
290;2019-000039;39;12;2;2;2;1;15;179.99;97.19;1;2
291;2019-000039;39;13;6;2;2;1;15;227.99;118.55;1;2
292;2019-000039;39;14;2;2;2;1;15;170.99;102.59;1;2
293;2019-000039;39;15;6;2;2;1;15;215.99;116.63;1;2
294;2019-000040;40;1;1;5;5;1;19;612.25;355.11;3;2
295;2019-000040;40;2;2;5;5;1;18;581.64;290.82;3;2
296;2019-000040;40;4;4;5;5;1;24;549.99;236.50;3;2
297;2019-000040;40;7;4;5;5;1;18;314.99;170.09;3;2
298;2019-000040;40;11;4;5;5;1;18;299.99;167.99;3;2
299;2019-000040;40;10;2;5;5;1;15;522.49;219.45;3;2
300;2019-000040;40;13;6;5;5;1;60;227.99;118.55;3;2
301;2019-000040;40;15;6;5;5;1;121;215.99;116.63;3;2
302;2019-000041;41;1;1;6;6;4;12;612.25;355.11;4;3
303;2019-000041;41;4;4;6;6;4;21;549.99;236.50;4;3
304;2019-000041;41;11;4;6;6;4;18;299.99;167.99;4;3
305;2019-000041;41;13;6;6;6;4;13;227.99;118.55;4;3
306;2019-000041;41;14;2;6;6;4;21;170.99;102.59;4;3
307;2019-000041;41;15;6;6;6;4;22;215.99;116.63;4;3
308;2019-000042;42;1;1;8;8;2;18;612.25;355.11;3;3
309;2019-000042;42;2;2;8;8;2;19;581.64;290.82;3;3
310;2019-000042;42;6;2;8;8;2;13;404.99;242.99;3;3
311;2019-000042;42;11;4;8;8;2;4;299.99;167.99;3;3
312;2019-000042;42;12;2;8;8;2;30;179.99;97.19;3;3
313;2019-000042;42;13;6;8;8;2;30;227.99;118.55;3;3
314;2019-000042;42;14;2;8;8;2;30;170.99;102.59;3;3
315;2019-000042;42;15;6;8;8;2;45;215.99;116.63;3;3
316;2019-000043;43;2;2;9;9;4;24;581.64;290.82;4;3
317;2019-000043;43;4;4;9;9;4;24;549.99;236.50;4;3
318;2019-000043;43;7;4;9;9;4;6;314.99;170.09;4;3
319;2019-000043;43;8;2;9;9;4;4;349.99;181.99;4;3
320;2019-000043;43;3;3;9;9;4;1;551.02;225.92;4;3
321;2019-000043;43;9;4;9;9;4;1;449.99;202.50;4;3
322;2019-000043;43;10;2;9;9;4;1;522.49;219.45;4;3
323;2019-000044;44;1;1;10;10;1;30;612.25;355.11;1;2
324;2019-000044;44;2;2;10;10;1;30;581.64;290.82;1;2
325;2019-000044;44;4;4;10;10;1;22;549.99;236.50;1;2
326;2019-000044;44;5;5;10;10;1;30;494.99;272.24;1;2
327;2019-000044;44;6;2;10;10;1;30;404.99;242.99;1;2
328;2019-000044;44;7;4;10;10;1;22;314.99;170.09;1;2
329;2019-000044;44;8;2;10;10;1;22;349.99;181.99;1;2
330;2019-000044;44;11;4;10;10;1;4;299.99;167.99;1;2
331;2019-000044;44;12;2;10;10;1;30;179.99;97.19;1;2
332;2019-000044;44;13;6;10;10;1;76;227.99;118.55;1;2
333;2019-000044;44;14;2;10;10;1;30;170.99;102.59;1;2
334;2019-000044;44;15;6;10;10;1;60;215.99;116.63;1;2
335;2019-000045;45;2;2;14;15;1;15;581.64;290.82;4;2
336;2019-000045;45;4;4;14;15;1;22;549.99;236.50;4;2
337;2019-000045;45;5;5;14;15;1;19;494.99;272.24;4;2
338;2019-000045;45;8;2;14;15;1;3;349.99;181.99;4;2
339;2019-000045;45;3;3;14;15;1;1;551.02;225.92;4;2
340;2019-000045;45;13;6;14;15;1;76;227.99;118.55;4;2
341;2019-000045;45;14;2;14;15;1;30;170.99;102.59;4;2
342;2019-000046;46;1;1;21;21;5;12;612.25;355.11;2;3
343;2019-000046;46;2;2;21;21;5;9;581.64;290.82;2;3
344;2019-000046;46;5;5;21;21;5;7;494.99;272.24;2;3
345;2019-000046;46;8;2;21;21;5;3;349.99;181.99;2;3
346;2019-000046;46;12;2;21;21;5;30;179.99;97.19;2;3
347;2019-000046;46;14;2;21;21;5;30;170.99;102.59;2;3
348;2019-000047;47;1;1;1;1;1;14;612.25;355.11;2;3
349;2019-000047;47;2;2;1;1;1;29;581.64;290.82;2;3
350;2019-000047;47;4;4;1;1;1;14;549.99;236.50;2;3
351;2019-000047;47;5;5;1;1;1;14;494.99;272.24;2;3
352;2019-000047;47;6;2;1;1;1;14;404.99;242.99;2;3
353;2019-000047;47;7;4;1;1;1;29;314.99;170.09;2;3
354;2019-000047;47;8;2;1;1;1;14;349.99;181.99;2;3
355;2019-000047;47;11;4;1;1;1;29;299.99;167.99;2;3
356;2019-000047;47;3;3;1;1;1;2;551.02;225.92;2;3
357;2019-000047;47;9;4;1;1;1;2;449.99;202.50;2;3
358;2019-000047;47;10;2;1;1;1;2;522.49;219.45;2;3
359;2019-000047;47;12;2;1;1;1;2;179.99;97.19;2;3
360;2019-000047;47;13;6;1;1;1;2;227.99;118.55;2;3
361;2019-000047;47;14;2;1;1;1;2;170.99;102.59;2;3
362;2019-000047;47;15;6;1;1;1;2;215.99;116.63;2;3
363;2019-000048;48;1;1;3;3;2;7;612.25;355.11;2;3
364;2019-000048;48;2;2;3;3;2;20;581.64;290.82;2;3
365;2019-000048;48;5;5;3;3;2;20;494.99;272.24;2;3
366;2019-000048;48;7;4;3;3;2;20;314.99;170.09;2;3
367;2019-000048;48;11;4;3;3;2;20;299.99;167.99;2;3
368;2019-000048;48;9;4;3;3;2;5;449.99;202.50;2;3
369;2019-000048;48;10;2;3;3;2;5;522.49;219.45;2;3
370;2019-000048;48;12;2;3;3;2;7;179.99;97.19;2;3
371;2019-000048;48;13;6;3;3;2;29;227.99;118.55;2;3
372;2019-000048;48;15;6;3;3;2;29;215.99;116.63;2;3
373;2019-000049;49;1;1;5;5;1;19;612.25;355.11;2;2
374;2019-000049;49;2;2;5;5;1;17;581.64;290.82;2;2
375;2019-000049;49;4;4;5;5;1;23;549.99;236.50;2;2
376;2019-000049;49;7;4;5;5;1;17;314.99;170.09;2;2
377;2019-000049;49;11;4;5;5;1;17;299.99;167.99;2;2
378;2019-000049;49;10;2;5;5;1;14;522.49;219.45;2;2
379;2019-000049;49;13;6;5;5;1;58;227.99;118.55;2;2
380;2019-000049;49;15;6;5;5;1;117;215.99;116.63;2;2
381;2019-000050;50;1;1;6;6;4;11;612.25;355.11;1;3
382;2019-000050;50;4;4;6;6;4;20;549.99;236.50;1;3
383;2019-000050;50;11;4;6;6;4;17;299.99;167.99;1;3
384;2019-000050;50;13;6;6;6;4;13;227.99;118.55;1;3
385;2019-000050;50;14;2;6;6;4;20;170.99;102.59;1;3
386;2019-000050;50;15;6;6;6;4;22;215.99;116.63;1;3
387;2019-000051;51;1;1;8;8;2;17;612.25;355.11;3;3
388;2019-000051;51;2;2;8;8;2;19;581.64;290.82;3;3
389;2019-000051;51;6;2;8;8;2;13;404.99;242.99;3;3
390;2019-000051;51;11;4;8;8;2;4;299.99;167.99;3;3
391;2019-000051;51;12;2;8;8;2;29;179.99;97.19;3;3
392;2019-000051;51;13;6;8;8;2;29;227.99;118.55;3;3
393;2019-000051;51;14;2;8;8;2;29;170.99;102.59;3;3
394;2019-000051;51;15;6;8;8;2;44;215.99;116.63;3;3
395;2019-000052;52;1;1;13;14;3;20;612.25;355.11;4;2
396;2019-000052;52;2;2;13;14;3;16;581.64;290.82;4;2
397;2019-000052;52;4;4;13;14;3;22;549.99;236.50;4;2
398;2019-000052;52;5;5;13;14;3;19;494.99;272.24;4;2
399;2019-000052;52;3;3;13;14;3;1;551.02;225.92;4;2
400;2019-000052;52;12;2;13;14;3;29;179.99;97.19;4;2
401;2019-000052;52;13;6;13;14;3;73;227.99;118.55;4;2
402;2019-000053;53;1;1;15;13;3;20;612.25;355.11;1;2
403;2019-000053;53;2;2;15;13;3;16;581.64;290.82;1;2
404;2019-000053;53;5;5;15;13;3;19;494.99;272.24;1;2
405;2019-000053;53;8;2;15;13;3;2;349.99;181.99;1;2
406;2019-000053;53;9;4;15;13;3;1;449.99;202.50;1;2
407;2019-000053;53;14;2;15;13;3;29;170.99;102.59;1;2
408;2019-000053;53;15;6;15;13;3;58;215.99;116.63;1;2
409;2019-000054;54;1;1;16;16;5;20;612.25;355.11;4;3
410;2019-000054;54;2;2;16;16;5;16;581.64;290.82;4;3
411;2019-000054;54;8;2;16;16;5;17;349.99;181.99;4;3
